"projection_date","model_name","year","scenario_name","trajectory_id","country_iso3","target","value"
"2024-03-01","ModelC",2023,"statusquo",1,"ABC","hiv_incidence",1.18479833182441
"2024-03-01","ModelC",2024,"statusquo",1,"ABC","hiv_incidence",1.13472937364792
"2024-03-01","ModelC",2025,"statusquo",1,"ABC","hiv_incidence",1.04550685358595
"2024-03-01","ModelC",2026,"statusquo",1,"ABC","hiv_incidence",0.971211848325575
"2024-03-01","ModelC",2027,"statusquo",1,"ABC","hiv_incidence",0.928025434211795
"2024-03-01","ModelC",2028,"statusquo",1,"ABC","hiv_incidence",0.96876953950109
"2024-03-01","ModelC",2029,"statusquo",1,"ABC","hiv_incidence",0.852305579894074
"2024-03-01","ModelC",2030,"statusquo",1,"ABC","hiv_incidence",0.722548703573628
"2024-03-01","ModelC",2031,"statusquo",1,"ABC","hiv_incidence",0.794292142395856
"2024-03-01","ModelC",2032,"statusquo",1,"ABC","hiv_incidence",0.675957186514609
"2024-03-01","ModelC",2033,"statusquo",1,"ABC","hiv_incidence",0.610345758092034
"2024-03-01","ModelC",2034,"statusquo",1,"ABC","hiv_incidence",0.54151054912512
"2024-03-01","ModelC",2035,"statusquo",1,"ABC","hiv_incidence",0.493767127598419
"2024-03-01","ModelC",2036,"statusquo",1,"ABC","hiv_incidence",0.447830055171268
"2024-03-01","ModelC",2037,"statusquo",1,"ABC","hiv_incidence",0.403263310345931
"2024-03-01","ModelC",2038,"statusquo",1,"ABC","hiv_incidence",0.391830371435352
"2024-03-01","ModelC",2039,"statusquo",1,"ABC","hiv_incidence",0.280952788105369
"2024-03-01","ModelC",2040,"statusquo",1,"ABC","hiv_incidence",0.234943992184701
"2024-03-01","ModelC",2023,"statusquo",2,"ABC","hiv_incidence",1.06913695762243
"2024-03-01","ModelC",2024,"statusquo",2,"ABC","hiv_incidence",1.11275336552578
"2024-03-01","ModelC",2025,"statusquo",2,"ABC","hiv_incidence",1.04942746260513
"2024-03-01","ModelC",2026,"statusquo",2,"ABC","hiv_incidence",0.997383365390855
"2024-03-01","ModelC",2027,"statusquo",2,"ABC","hiv_incidence",0.908073515767352
"2024-03-01","ModelC",2028,"statusquo",2,"ABC","hiv_incidence",0.889560570448603
"2024-03-01","ModelC",2029,"statusquo",2,"ABC","hiv_incidence",0.874290044907719
"2024-03-01","ModelC",2030,"statusquo",2,"ABC","hiv_incidence",0.80673482425146
"2024-03-01","ModelC",2031,"statusquo",2,"ABC","hiv_incidence",0.777447227112164
"2024-03-01","ModelC",2032,"statusquo",2,"ABC","hiv_incidence",0.652292100169339
"2024-03-01","ModelC",2033,"statusquo",2,"ABC","hiv_incidence",0.615860950461906
"2024-03-01","ModelC",2034,"statusquo",2,"ABC","hiv_incidence",0.513711882553626
"2024-03-01","ModelC",2035,"statusquo",2,"ABC","hiv_incidence",0.532030163973122
"2024-03-01","ModelC",2036,"statusquo",2,"ABC","hiv_incidence",0.490095313897083
"2024-03-01","ModelC",2037,"statusquo",2,"ABC","hiv_incidence",0.399652761633219
"2024-03-01","ModelC",2038,"statusquo",2,"ABC","hiv_incidence",0.366706113362516
"2024-03-01","ModelC",2039,"statusquo",2,"ABC","hiv_incidence",0.26644237437043
"2024-03-01","ModelC",2040,"statusquo",2,"ABC","hiv_incidence",0.248470105912158
"2024-03-01","ModelC",2023,"statusquo",3,"ABC","hiv_incidence",1.08573582279277
"2024-03-01","ModelC",2024,"statusquo",3,"ABC","hiv_incidence",1.06331776231993
"2024-03-01","ModelC",2025,"statusquo",3,"ABC","hiv_incidence",1.07121927422958
"2024-03-01","ModelC",2026,"statusquo",3,"ABC","hiv_incidence",1.08533344624026
"2024-03-01","ModelC",2027,"statusquo",3,"ABC","hiv_incidence",0.904288226340704
"2024-03-01","ModelC",2028,"statusquo",3,"ABC","hiv_incidence",0.870476712801032
"2024-03-01","ModelC",2029,"statusquo",3,"ABC","hiv_incidence",0.873726880816827
"2024-03-01","ModelC",2030,"statusquo",3,"ABC","hiv_incidence",0.772355167946637
"2024-03-01","ModelC",2031,"statusquo",3,"ABC","hiv_incidence",0.719866680521104
"2024-03-01","ModelC",2032,"statusquo",3,"ABC","hiv_incidence",0.684401676587363
"2024-03-01","ModelC",2033,"statusquo",3,"ABC","hiv_incidence",0.614369753418217
"2024-03-01","ModelC",2034,"statusquo",3,"ABC","hiv_incidence",0.560459752592094
"2024-03-01","ModelC",2035,"statusquo",3,"ABC","hiv_incidence",0.503697513750455
"2024-03-01","ModelC",2036,"statusquo",3,"ABC","hiv_incidence",0.438948386927189
"2024-03-01","ModelC",2037,"statusquo",3,"ABC","hiv_incidence",0.378993934807357
"2024-03-01","ModelC",2038,"statusquo",3,"ABC","hiv_incidence",0.331327987677102
"2024-03-01","ModelC",2039,"statusquo",3,"ABC","hiv_incidence",0.286775554815063
"2024-03-01","ModelC",2040,"statusquo",3,"ABC","hiv_incidence",0.208147292611764
"2024-03-01","ModelC",2023,"statusquo",4,"ABC","hiv_incidence",1.12701741618165
"2024-03-01","ModelC",2024,"statusquo",4,"ABC","hiv_incidence",1.04514543281516
"2024-03-01","ModelC",2025,"statusquo",4,"ABC","hiv_incidence",1.09702971183201
"2024-03-01","ModelC",2026,"statusquo",4,"ABC","hiv_incidence",0.988955820435073
"2024-03-01","ModelC",2027,"statusquo",4,"ABC","hiv_incidence",0.945009489922167
"2024-03-01","ModelC",2028,"statusquo",4,"ABC","hiv_incidence",0.841481491063639
"2024-03-01","ModelC",2029,"statusquo",4,"ABC","hiv_incidence",0.84067865035828
"2024-03-01","ModelC",2030,"statusquo",4,"ABC","hiv_incidence",0.762061686343518
"2024-03-01","ModelC",2031,"statusquo",4,"ABC","hiv_incidence",0.699433069481927
"2024-03-01","ModelC",2032,"statusquo",4,"ABC","hiv_incidence",0.676839599253097
"2024-03-01","ModelC",2033,"statusquo",4,"ABC","hiv_incidence",0.588316777161652
"2024-03-01","ModelC",2034,"statusquo",4,"ABC","hiv_incidence",0.596376523104512
"2024-03-01","ModelC",2035,"statusquo",4,"ABC","hiv_incidence",0.53454400349736
"2024-03-01","ModelC",2036,"statusquo",4,"ABC","hiv_incidence",0.443883336559092
"2024-03-01","ModelC",2037,"statusquo",4,"ABC","hiv_incidence",0.399359803201909
"2024-03-01","ModelC",2038,"statusquo",4,"ABC","hiv_incidence",0.327885146824767
"2024-03-01","ModelC",2039,"statusquo",4,"ABC","hiv_incidence",0.279985624844597
"2024-03-01","ModelC",2040,"statusquo",4,"ABC","hiv_incidence",0.218971031677917
"2024-03-01","ModelC",2023,"statusquo",5,"ABC","hiv_incidence",1.14960149728355
"2024-03-01","ModelC",2024,"statusquo",5,"ABC","hiv_incidence",1.1260565033896
"2024-03-01","ModelC",2025,"statusquo",5,"ABC","hiv_incidence",1.09782608439977
"2024-03-01","ModelC",2026,"statusquo",5,"ABC","hiv_incidence",0.883146907233743
"2024-03-01","ModelC",2027,"statusquo",5,"ABC","hiv_incidence",0.98362619220947
"2024-03-01","ModelC",2028,"statusquo",5,"ABC","hiv_incidence",0.864616535292494
"2024-03-01","ModelC",2029,"statusquo",5,"ABC","hiv_incidence",0.790335101075755
"2024-03-01","ModelC",2030,"statusquo",5,"ABC","hiv_incidence",0.786141433572946
"2024-03-01","ModelC",2031,"statusquo",5,"ABC","hiv_incidence",0.656534870621543
"2024-03-01","ModelC",2032,"statusquo",5,"ABC","hiv_incidence",0.642140906183546
"2024-03-01","ModelC",2033,"statusquo",5,"ABC","hiv_incidence",0.598270842659415
"2024-03-01","ModelC",2034,"statusquo",5,"ABC","hiv_incidence",0.54250841685162
"2024-03-01","ModelC",2035,"statusquo",5,"ABC","hiv_incidence",0.506083727449725
"2024-03-01","ModelC",2036,"statusquo",5,"ABC","hiv_incidence",0.44592162211617
"2024-03-01","ModelC",2037,"statusquo",5,"ABC","hiv_incidence",0.400944311722003
"2024-03-01","ModelC",2038,"statusquo",5,"ABC","hiv_incidence",0.339391455183351
