"projection_date","model_name","year","scenario_name","trajectory_id","country_iso3","target","value"
"2024-03-01","ModelB",2023,"statusquo",1,"ABC","hiv_incidence",1.17799371759642
"2024-03-01","ModelB",2024,"statusquo",1,"ABC","hiv_incidence",1.03710716398514
"2024-03-01","ModelB",2025,"statusquo",1,"ABC","hiv_incidence",0.937079820224221
"2024-03-01","ModelB",2026,"statusquo",1,"ABC","hiv_incidence",0.897819705002885
"2024-03-01","ModelB",2027,"statusquo",1,"ABC","hiv_incidence",0.840561883592045
"2024-03-01","ModelB",2028,"statusquo",1,"ABC","hiv_incidence",0.80269365885994
"2024-03-01","ModelB",2029,"statusquo",1,"ABC","hiv_incidence",0.789800035158169
"2024-03-01","ModelB",2030,"statusquo",1,"ABC","hiv_incidence",0.708144138305763
"2024-03-01","ModelB",2031,"statusquo",1,"ABC","hiv_incidence",0.638366859992776
"2024-03-01","ModelB",2032,"statusquo",1,"ABC","hiv_incidence",0.582133436082181
"2024-03-01","ModelB",2033,"statusquo",1,"ABC","hiv_incidence",0.575277730941982
"2024-03-01","ModelB",2034,"statusquo",1,"ABC","hiv_incidence",0.485054090354441
"2024-03-01","ModelB",2035,"statusquo",1,"ABC","hiv_incidence",0.43222674097957
"2024-03-01","ModelB",2036,"statusquo",1,"ABC","hiv_incidence",0.377326714036032
"2024-03-01","ModelB",2037,"statusquo",1,"ABC","hiv_incidence",0.36236274727692
"2024-03-01","ModelB",2038,"statusquo",1,"ABC","hiv_incidence",0.304295435762693
"2024-03-01","ModelB",2039,"statusquo",1,"ABC","hiv_incidence",0.267183919992904
"2024-03-01","ModelB",2040,"statusquo",1,"ABC","hiv_incidence",0.211501282250604
"2024-03-01","ModelB",2023,"statusquo",2,"ABC","hiv_incidence",0.964537340841471
"2024-03-01","ModelB",2024,"statusquo",2,"ABC","hiv_incidence",1.03046092407052
"2024-03-01","ModelB",2025,"statusquo",2,"ABC","hiv_incidence",0.957152824048157
"2024-03-01","ModelB",2026,"statusquo",2,"ABC","hiv_incidence",0.883588099703212
"2024-03-01","ModelB",2027,"statusquo",2,"ABC","hiv_incidence",0.850717406838245
"2024-03-01","ModelB",2028,"statusquo",2,"ABC","hiv_incidence",0.849939055265973
"2024-03-01","ModelB",2029,"statusquo",2,"ABC","hiv_incidence",0.758823601009266
"2024-03-01","ModelB",2030,"statusquo",2,"ABC","hiv_incidence",0.724127503475511
"2024-03-01","ModelB",2031,"statusquo",2,"ABC","hiv_incidence",0.651779938641686
"2024-03-01","ModelB",2032,"statusquo",2,"ABC","hiv_incidence",0.626818502805556
"2024-03-01","ModelB",2033,"statusquo",2,"ABC","hiv_incidence",0.562210423751648
"2024-03-01","ModelB",2034,"statusquo",2,"ABC","hiv_incidence",0.50804461588915
"2024-03-01","ModelB",2035,"statusquo",2,"ABC","hiv_incidence",0.441698947969629
"2024-03-01","ModelB",2036,"statusquo",2,"ABC","hiv_incidence",0.410638656043105
"2024-03-01","ModelB",2037,"statusquo",2,"ABC","hiv_incidence",0.370322513928388
"2024-03-01","ModelB",2038,"statusquo",2,"ABC","hiv_incidence",0.326864154689271
"2024-03-01","ModelB",2039,"statusquo",2,"ABC","hiv_incidence",0.264146767957547
"2024-03-01","ModelB",2040,"statusquo",2,"ABC","hiv_incidence",0.210541324893731
"2024-03-01","ModelB",2023,"statusquo",3,"ABC","hiv_incidence",1.10997402929351
"2024-03-01","ModelB",2024,"statusquo",3,"ABC","hiv_incidence",0.981746802284832
"2024-03-01","ModelB",2025,"statusquo",3,"ABC","hiv_incidence",0.878100284149992
"2024-03-01","ModelB",2026,"statusquo",3,"ABC","hiv_incidence",0.94025306479953
"2024-03-01","ModelB",2027,"statusquo",3,"ABC","hiv_incidence",0.780401860897184
"2024-03-01","ModelB",2028,"statusquo",3,"ABC","hiv_incidence",0.76017007223844
"2024-03-01","ModelB",2029,"statusquo",3,"ABC","hiv_incidence",0.811135595609717
"2024-03-01","ModelB",2030,"statusquo",3,"ABC","hiv_incidence",0.743730653406308
"2024-03-01","ModelB",2031,"statusquo",3,"ABC","hiv_incidence",0.679252524552729
"2024-03-01","ModelB",2032,"statusquo",3,"ABC","hiv_incidence",0.613392011534303
"2024-03-01","ModelB",2033,"statusquo",3,"ABC","hiv_incidence",0.530521105717691
"2024-03-01","ModelB",2034,"statusquo",3,"ABC","hiv_incidence",0.501820794053545
"2024-03-01","ModelB",2035,"statusquo",3,"ABC","hiv_incidence",0.432914086818722
"2024-03-01","ModelB",2036,"statusquo",3,"ABC","hiv_incidence",0.416935764514182
"2024-03-01","ModelB",2037,"statusquo",3,"ABC","hiv_incidence",0.354741531537736
"2024-03-01","ModelB",2038,"statusquo",3,"ABC","hiv_incidence",0.324075444159893
"2024-03-01","ModelB",2039,"statusquo",3,"ABC","hiv_incidence",0.258818850713033
"2024-03-01","ModelB",2040,"statusquo",3,"ABC","hiv_incidence",0.204320959405201
"2024-03-01","ModelB",2023,"statusquo",4,"ABC","hiv_incidence",1.05957759831429
"2024-03-01","ModelB",2024,"statusquo",4,"ABC","hiv_incidence",0.930209440341497
"2024-03-01","ModelB",2025,"statusquo",4,"ABC","hiv_incidence",0.888274830736696
"2024-03-01","ModelB",2026,"statusquo",4,"ABC","hiv_incidence",0.900157864444651
"2024-03-01","ModelB",2027,"statusquo",4,"ABC","hiv_incidence",0.877908350135617
"2024-03-01","ModelB",2028,"statusquo",4,"ABC","hiv_incidence",0.841568739896723
"2024-03-01","ModelB",2029,"statusquo",4,"ABC","hiv_incidence",0.729766918123282
"2024-03-01","ModelB",2030,"statusquo",4,"ABC","hiv_incidence",0.684770657196131
"2024-03-01","ModelB",2031,"statusquo",4,"ABC","hiv_incidence",0.699298753375719
"2024-03-01","ModelB",2032,"statusquo",4,"ABC","hiv_incidence",0.592116147987783
"2024-03-01","ModelB",2033,"statusquo",4,"ABC","hiv_incidence",0.552367181762409
"2024-03-01","ModelB",2034,"statusquo",4,"ABC","hiv_incidence",0.457874528762776
"2024-03-01","ModelB",2035,"statusquo",4,"ABC","hiv_incidence",0.468547441004563
"2024-03-01","ModelB",2036,"statusquo",4,"ABC","hiv_incidence",0.402577932138245
"2024-03-01","ModelB",2037,"statusquo",4,"ABC","hiv_incidence",0.375693675247937
"2024-03-01","ModelB",2038,"statusquo",4,"ABC","hiv_incidence",0.312611676816536
"2024-03-01","ModelB",2039,"statusquo",4,"ABC","hiv_incidence",0.276825167481611
"2024-03-01","ModelB",2040,"statusquo",4,"ABC","hiv_incidence",0.202530687187748
"2024-03-01","ModelB",2023,"statusquo",5,"ABC","hiv_incidence",1.15044014014657
"2024-03-01","ModelB",2024,"statusquo",5,"ABC","hiv_incidence",0.970569306013285
"2024-03-01","ModelB",2025,"statusquo",5,"ABC","hiv_incidence",0.908075043448805
"2024-03-01","ModelB",2026,"statusquo",5,"ABC","hiv_incidence",0.926286811248985
"2024-03-01","ModelB",2027,"statusquo",5,"ABC","hiv_incidence",0.85131220403389
"2024-03-01","ModelB",2028,"statusquo",5,"ABC","hiv_incidence",0.7861321969935
"2024-03-01","ModelB",2029,"statusquo",5,"ABC","hiv_incidence",0.707758488869313
"2024-03-01","ModelB",2030,"statusquo",5,"ABC","hiv_incidence",0.713503772256061
"2024-03-01","ModelB",2031,"statusquo",5,"ABC","hiv_incidence",0.620965778309656
"2024-03-01","ModelB",2032,"statusquo",5,"ABC","hiv_incidence",0.622652437780238
"2024-03-01","ModelB",2033,"statusquo",5,"ABC","hiv_incidence",0.568457771315541
"2024-03-01","ModelB",2034,"statusquo",5,"ABC","hiv_incidence",0.478366964732207
"2024-03-01","ModelB",2035,"statusquo",5,"ABC","hiv_incidence",0.491954050496466
"2024-03-01","ModelB",2036,"statusquo",5,"ABC","hiv_incidence",0.409289288568774
"2024-03-01","ModelB",2037,"statusquo",5,"ABC","hiv_incidence",0.35816659378857
"2024-03-01","ModelB",2038,"statusquo",5,"ABC","hiv_incidence",0.316790326731386
"2024-03-01","ModelB",2039,"statusquo",5,"ABC","hiv_incidence",0.251017118304451
"2024-03-01","ModelB",2040,"statusquo",5,"ABC","hiv_incidence",0.221175607952687
"2024-03-01","ModelB",2023,"statusquo",6,"ABC","hiv_incidence",1.00094390629583
"2024-03-01","ModelB",2024,"statusquo",6,"ABC","hiv_incidence",1.00826042925656
"2024-03-01","ModelB",2025,"statusquo",6,"ABC","hiv_incidence",0.978121234917954
"2024-03-01","ModelB",2026,"statusquo",6,"ABC","hiv_incidence",0.899161164097779
"2024-03-01","ModelB",2027,"statusquo",6,"ABC","hiv_incidence",0.899289767191916
"2024-03-01","ModelB",2028,"statusquo",6,"ABC","hiv_incidence",0.778458294705142
"2024-03-01","ModelB",2029,"statusquo",6,"ABC","hiv_incidence",0.759978139269991
"2024-03-01","ModelB",2030,"statusquo",6,"ABC","hiv_incidence",0.698855045441457
"2024-03-01","ModelB",2031,"statusquo",6,"ABC","hiv_incidence",0.678165454880379
"2024-03-01","ModelB",2032,"statusquo",6,"ABC","hiv_incidence",0.607825405318752
"2024-03-01","ModelB",2033,"statusquo",6,"ABC","hiv_incidence",0.551679535103444
"2024-03-01","ModelB",2034,"statusquo",6,"ABC","hiv_incidence",0.485518897415182
"2024-03-01","ModelB",2035,"statusquo",6,"ABC","hiv_incidence",0.445306152176489
"2024-03-01","ModelB",2036,"statusquo",6,"ABC","hiv_incidence",0.409872489352839
"2024-03-01","ModelB",2037,"statusquo",6,"ABC","hiv_incidence",0.353927313602435
"2024-03-01","ModelB",2038,"statusquo",6,"ABC","hiv_incidence",0.288453311457768
"2024-03-01","ModelB",2039,"statusquo",6,"ABC","hiv_incidence",0.250480008872129
"2024-03-01","ModelB",2040,"statusquo",6,"ABC","hiv_incidence",0.211573717369497
"2024-03-01","ModelB",2023,"statusquo",7,"ABC","hiv_incidence",0.955162298818409
"2024-03-01","ModelB",2024,"statusquo",7,"ABC","hiv_incidence",1.06136508414937
"2024-03-01","ModelB",2025,"statusquo",7,"ABC","hiv_incidence",0.935981354797875
"2024-03-01","ModelB",2026,"statusquo",7,"ABC","hiv_incidence",0.921055838573693
"2024-03-01","ModelB",2027,"statusquo",7,"ABC","hiv_incidence",0.866863377622842
"2024-03-01","ModelB",2028,"statusquo",7,"ABC","hiv_incidence",0.718063062738832
"2024-03-01","ModelB",2029,"statusquo",7,"ABC","hiv_incidence",0.750696664157708
"2024-03-01","ModelB",2030,"statusquo",7,"ABC","hiv_incidence",0.724545067463559
"2024-03-01","ModelB",2031,"statusquo",7,"ABC","hiv_incidence",0.677531892475557
"2024-03-01","ModelB",2032,"statusquo",7,"ABC","hiv_incidence",0.58806706910827
"2024-03-01","ModelB",2033,"statusquo",7,"ABC","hiv_incidence",0.535840996185184
"2024-03-01","ModelB",2034,"statusquo",7,"ABC","hiv_incidence",0.497869642419145
"2024-03-01","ModelB",2035,"statusquo",7,"ABC","hiv_incidence",0.459336898234688
"2024-03-01","ModelB",2036,"statusquo",7,"ABC","hiv_incidence",0.366914237237791
"2024-03-01","ModelB",2037,"statusquo",7,"ABC","hiv_incidence",0.370805509556527
"2024-03-01","ModelB",2038,"statusquo",7,"ABC","hiv_incidence",0.297093503905722
"2024-03-01","ModelB",2039,"statusquo",7,"ABC","hiv_incidence",0.268679798915405
"2024-03-01","ModelB",2040,"statusquo",7,"ABC","hiv_incidence",0.200140408765278
"2024-03-01","ModelB",2023,"statusquo",8,"ABC","hiv_incidence",0.947062945109752
"2024-03-01","ModelB",2024,"statusquo",8,"ABC","hiv_incidence",0.959765628972504
"2024-03-01","ModelB",2025,"statusquo",8,"ABC","hiv_incidence",0.90027345574969
"2024-03-01","ModelB",2026,"statusquo",8,"ABC","hiv_incidence",0.96272096595362
"2024-03-01","ModelB",2027,"statusquo",8,"ABC","hiv_incidence",0.910299127241258
"2024-03-01","ModelB",2028,"statusquo",8,"ABC","hiv_incidence",0.800750039784678
"2024-03-01","ModelB",2029,"statusquo",8,"ABC","hiv_incidence",0.695059072219249
"2024-03-01","ModelB",2030,"statusquo",8,"ABC","hiv_incidence",0.736662447844514
"2024-03-01","ModelB",2031,"statusquo",8,"ABC","hiv_incidence",0.661526198708384
"2024-03-01","ModelB",2032,"statusquo",8,"ABC","hiv_incidence",0.625501249144092
"2024-03-01","ModelB",2033,"statusquo",8,"ABC","hiv_incidence",0.537421330346856
"2024-03-01","ModelB",2034,"statusquo",8,"ABC","hiv_incidence",0.533021972469587
"2024-03-01","ModelB",2035,"statusquo",8,"ABC","hiv_incidence",0.471815760829369
"2024-03-01","ModelB",2036,"statusquo",8,"ABC","hiv_incidence",0.431992193439573
"2024-03-01","ModelB",2037,"statusquo",8,"ABC","hiv_incidence",0.370485468164207
"2024-03-01","ModelB",2038,"statusquo",8,"ABC","hiv_incidence",0.322331219036149
"2024-03-01","ModelB",2039,"statusquo",8,"ABC","hiv_incidence",0.238112333837892
"2024-03-01","ModelB",2040,"statusquo",8,"ABC","hiv_incidence",0.206943337099695
"2024-03-01","ModelB",2023,"statusquo",9,"ABC","hiv_incidence",1.02521202782083
"2024-03-01","ModelB",2024,"statusquo",9,"ABC","hiv_incidence",0.947885423041682
"2024-03-01","ModelB",2025,"statusquo",9,"ABC","hiv_incidence",0.894952280394096
"2024-03-01","ModelB",2026,"statusquo",9,"ABC","hiv_incidence",0.902210950587019
"2024-03-01","ModelB",2027,"statusquo",9,"ABC","hiv_incidence",0.910207375629912
"2024-03-01","ModelB",2028,"statusquo",9,"ABC","hiv_incidence",0.79394633694006
"2024-03-01","ModelB",2029,"statusquo",9,"ABC","hiv_incidence",0.725506992947567
"2024-03-01","ModelB",2030,"statusquo",9,"ABC","hiv_incidence",0.703144267244058
"2024-03-01","ModelB",2031,"statusquo",9,"ABC","hiv_incidence",0.656138809507514
"2024-03-01","ModelB",2032,"statusquo",9,"ABC","hiv_incidence",0.61143522708724
"2024-03-01","ModelB",2033,"statusquo",9,"ABC","hiv_incidence",0.536642819144753
"2024-03-01","ModelB",2034,"statusquo",9,"ABC","hiv_incidence",0.492296724367341
"2024-03-01","ModelB",2035,"statusquo",9,"ABC","hiv_incidence",0.445493904198429
